Dump of file ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    FFFFFFFF time date stamp
        0.00 version
           1 ordinal base
        2432 number of functions
        2432 number of names

    ordinal hint RVA      name

           1600  637 000DE940 RtlWnfCompareChangeStamp
           1601  638 00085B60 RtlWnfDllUnloadCallback
           1602  639 00085A50 RtlWow64CallFunction64
           1603  63A 00085A50 RtlWow64EnableFsRedirection
           1604  63B 00085A50 RtlWow64EnableFsRedirectionEx
           1605  63C 00051ED0 RtlWow64GetCpuAreaInfo
           1606  63D 00051E50 RtlWow64GetCurrentCpuArea
           1607  63E 00050DD0 RtlWow64GetCurrentMachine
           1608  63F 00082DD0 RtlWow64GetEquivalentMachineCHPE
           1609  640 0007AE00 RtlWow64GetProcessMachines
           1610  641 00079B40 RtlWow64GetSharedInfoProcess
           1611  642 000DC170 RtlWow64GetThreadContext
           1612  643 000DC1A0 RtlWow64GetThreadSelectorEntry
           1613  644 0007C6A0 RtlWow64IsWowGuestMachineSupported
           1614  645 000D6880 RtlWow64LogMessageInEventLogger
           1615  646 00103200 RtlWow64PopAllCrossProcessWorkFromWorkList
           1616  647 00103310 RtlWow64PopCrossProcessWorkFromFreeList
           1617  648 001033A0 RtlWow64PushCrossProcessWorkOntoFreeList
           1618  649 00103440 RtlWow64PushCrossProcessWorkOntoWorkList
           1619  64A 00103650 RtlWow64RequestCrossProcessHeavyFlush
           1620  64B 000DC340 RtlWow64SetThreadContext
           1621  64C 000DC360 RtlWow64SuspendProcess
           1622  64D 000DC4D0 RtlWow64SuspendThread
           1623  64E 000D5A70 RtlWriteMemoryStream
           1624  64F 000FC490 RtlWriteNonVolatileMemory
           1625  650 0008AAD0 RtlWriteRegistryValue
           1626  651 000F6410 RtlZeroHeap
           1627  652 00087E00 RtlZeroMemory
           1628  653 000DF890 RtlZombifyActivationContext
           1629  654 0007E0B0 RtlpApplyLengthFunction
           1630  655 0007B5B0 RtlpCheckDynamicTimeZoneInformation
           1631  656 000EFB80 RtlpCleanupRegistryKeys
           1632  657 000EA000 RtlpConvertAbsoluteToRelativeSecurityAttribute
           1633  658 000F0070 RtlpConvertCultureNamesToLCIDs
           1634  659 000F0280 RtlpConvertLCIDsToCultureNames
           1635  65A 000EA370 RtlpConvertRelativeToAbsoluteSecurityAttribute
           1636  65B 00036490 RtlpCreateProcessRegistryInfo
           1637  65C 0006DD00 RtlpEnsureBufferSize
           1638  65D 000A1DB1 RtlpExecuteUmsThread
           1639  65E 0016D520 RtlpFreezeTimeBias
           1640  65F 0003F8A0 RtlpGetDeviceFamilyInfoEnum
           1641  660 00081650 RtlpGetLCIDFromLangInfoNode
           1642  661 0007F860 RtlpGetNameFromLangInfoNode
           1643  662 0003C5B0 RtlpGetSystemDefaultUILanguage
           1644  663 00103890 RtlpGetUserOrMachineUILanguage4NLS
           1645  664 0006EFD0 RtlpInitializeLangRegistryInfo
           1646  665 000471C0 RtlpIsQualifiedLanguage
           1647  666 00081C90 RtlpLoadMachineUIByPolicy
           1648  667 0006EEE0 RtlpLoadUserUIByPolicy
           1649  668 00083E30 RtlpMergeSecurityAttributeInformation
           1650  669 0006F000 RtlpMuiFreeLangRegistryInfo
           1651  66A 00104540 RtlpMuiRegCreateRegistryInfo
           1652  66B 0006F2A0 RtlpMuiRegFreeRegistryInfo
           1653  66C 0006F1B0 RtlpMuiRegLoadRegistryInfo
           1654  66D 000E9020 RtlpNotOwnerCriticalSection
           1655  66E 00107C90 RtlpNtCreateKey
           1656  66F 00082060 RtlpNtEnumerateSubKey
           1657  670 00107CD0 RtlpNtMakeTemporaryKey
           1658  671 0007D780 RtlpNtOpenKey
           1659  672 0007B000 RtlpNtQueryValueKey
           1660  673 00107CE0 RtlpNtSetValueKey
           1661  674 00075740 RtlpQueryDefaultUILanguage
           1662  675 000D8D00 RtlpQueryProcessDebugInformationFromWow64
           1663  676 000D8DA0 RtlpQueryProcessDebugInformationRemote
           1664  677 00106030 RtlpRefreshCachedUILanguage
           1665  678 000F0AD0 RtlpSetInstallLanguage
           1666  679 000F1180 RtlpSetPreferredUILanguages
           1667  67A 000F1180 RtlpSetUserPreferredUILanguages
           1668  67B 0005B070 RtlpTimeFieldsToTime
           1669  67C 0005B3A0 RtlpTimeToTimeFields
           1670  67D 000A20D6 RtlpUmsExecuteYieldThreadEnd
           1671  67E 000A1FE3 RtlpUmsThreadYield
           1672  67F 000E9350 RtlpUnWaitCriticalSection
           1673  680 0008B950 RtlpVerifyAndCommitUILanguageSettings
           1674  681 0007FFD0 RtlpWaitForCriticalSection
           1675  682 000869E0 RtlpWow64CtxFromAmd64
           1676  683 0006EBC0 RtlpWow64GetContextOnAmd64
           1677  684 0006E1E0 RtlpWow64SetContextOnAmd64
           1678  685 00016DE0 RtlxAnsiStringToUnicodeSize
           1679  686 00016DE0 RtlxOemStringToUnicodeSize
           1680  687 000612E0 RtlxUnicodeStringToAnsiSize
           1681  688 000612E0 RtlxUnicodeStringToOemSize
           1682  689 00113900 SbExecuteProcedure
           1683  68A 0003E120 SbSelectProcedure
           1684  68B 000DDF40 ShipAssert
           1685  68C 000DE060 ShipAssertGetBufferInfo
           1686  68D 000DE090 ShipAssertMsgA
           1687  68E 000DE090 ShipAssertMsgW
           1688  68F 000796B0 TpAllocAlpcCompletion
           1689  690 000797B0 TpAllocAlpcCompletionEx
           1690  691 0007E8C0 TpAllocCleanupGroup
           1691  692 00075CA0 TpAllocIoCompletion
           1692  693 0007F510 TpAllocJobNotification
           1693  694 00061800 TpAllocPool
           1694  695 0000EFD0 TpAllocTimer
           1695  696 0000DF40 TpAllocWait
           1696  697 0000F2E0 TpAllocWork
           1697  698 00079510 TpAlpcRegisterCompletionList
           1698  699 00079600 TpAlpcUnregisterCompletionList
           1699  69A 001120F0 TpCallbackDetectedUnrecoverableError
           1700  69B 00062300 TpCallbackIndependent
           1701  69C 00088610 TpCallbackLeaveCriticalSectionOnCompletion
           1702  69D 0006FF70 TpCallbackMayRunLong
           1703  69E 00112120 TpCallbackReleaseMutexOnCompletion
           1704  69F 00112160 TpCallbackReleaseSemaphoreOnCompletion
           1705  6A0 000674C0 TpCallbackSendAlpcMessageOnCompletion
           1706  6A1 001121A0 TpCallbackSendPendingAlpcMessage
           1707  6A2 00085550 TpCallbackSetEventOnCompletion
           1708  6A3 0007D7D0 TpCallbackUnloadDllOnCompletion
           1709  6A4 00078BD0 TpCancelAsyncIoOperation
           1710  6A5 000714E0 TpCaptureCaller
           1711  6A6 000546A0 TpCheckTerminateWorker
           1712  6A7 001121E0 TpDbgDumpHeapUsage
           1713  6A8 0007FFD0 TpDbgSetLogRoutine
           1714  6A9 00085500 TpDisablePoolCallbackChecks
           1715  6AA 000801B0 TpDisassociateCallback
           1716  6AB 00012000 TpIsTimerSet
           1717  6AC 000128C0 TpPostWork
           1718  6AD 00111BF0 TpQueryPoolStackInformation
           1719  6AE 000796E0 TpReleaseAlpcCompletion
           1720  6AF 00081A60 TpReleaseCleanupGroup
           1721  6B0 000526D0 TpReleaseCleanupGroupMembers
           1722  6B1 0007C400 TpReleaseIoCompletion
           1723  6B2 0007F350 TpReleaseJobNotification
           1724  6B3 00054CB0 TpReleasePool
           1725  6B4 0000C500 TpReleaseTimer
           1726  6B5 0000C270 TpReleaseWait
           1727  6B6 0000F180 TpReleaseWork
           1728  6B7 00111CB0 TpSetDefaultPoolMaxThreads
           1729  6B8 0006FA10 TpSetDefaultPoolStackInformation
           1730  6B9 00061730 TpSetPoolMaxThreads
           1731  6BA 000810C0 TpSetPoolMaxThreadsSoftLimit
           1732  6BB 00083510 TpSetPoolMinThreads
           1733  6BC 0006FB30 TpSetPoolStackInformation
           1734  6BD 00085830 TpSetPoolThreadBasePriority
           1735  6BE 00111E00 TpSetPoolThreadCpuSets
           1736  6BF 000617A0 TpSetPoolWorkerThreadIdleTimeout
           1737  6C0 000122A0 TpSetTimer
           1738  6C1 000126D0 TpSetTimerEx
           1739  6C2 00010B90 TpSetWait
           1740  6C3 00011D60 TpSetWaitEx
           1741  6C4 00010BE0 TpSimpleTryPost
           1742  6C5 000127E0 TpStartAsyncIoOperation
           1743  6C6 00009BB0 TpTimerOutstandingCallbackCount
           1744  6C7 00063CE0 TpTrimPools
           1745  6C8 00079640 TpWaitForAlpcCompletion
           1746  6C9 00084E50 TpWaitForIoCompletion
           1747  6CA 0007F310 TpWaitForJobNotification
           1748  6CB 00011200 TpWaitForTimer
           1749  6CC 00009990 TpWaitForWait
           1750  6CD 0007EF70 TpWaitForWork
           1751  6CE 00070650 VerSetConditionMask
           1752  6CF 000DD820 WerReportExceptionWorker
           1753  6D0 000DE540 WerReportSQMEvent
           1754  6D1 0007FFD0 WinSqmAddToAverageDWORD
           1755  6D2 0007FFD0 WinSqmAddToStream
           1756  6D3 0007FFD0 WinSqmAddToStreamEx
           1757  6D4 000843E0 WinSqmCheckEscalationAddToStreamEx
           1758  6D5 000843E0 WinSqmCheckEscalationSetDWORD
           1759  6D6 000843E0 WinSqmCheckEscalationSetDWORD64
           1760  6D7 000843E0 WinSqmCheckEscalationSetString
           1761  6D8 00085DF0 WinSqmCommonDatapointDelete
           1762  6D9 00085DF0 WinSqmCommonDatapointSetDWORD
           1763  6DA 00085DF0 WinSqmCommonDatapointSetDWORD64
           1764  6DB 00085DF0 WinSqmCommonDatapointSetStreamEx
           1765  6DC 00085DF0 WinSqmCommonDatapointSetString
           1766  6DD 0007FFD0 WinSqmEndSession
           1767  6DE 000843E0 WinSqmEventEnabled
           1768  6DF 000843E0 WinSqmEventWrite
           1769  6E0 000843E0 WinSqmGetEscalationRuleStatus
           1770  6E1 000DE920 WinSqmGetInstrumentationProperty
           1771  6E2 0007FFD0 WinSqmIncrementDWORD
           1772  6E3 000843E0 WinSqmIsOptedIn
           1773  6E4 000843E0 WinSqmIsOptedInEx
           1774  6E5 00085DF0 WinSqmIsSessionDisabled
           1775  6E6 0007FFD0 WinSqmSetDWORD
           1776  6E7 0007FFD0 WinSqmSetDWORD64
           1777  6E8 00085DF0 WinSqmSetEscalationInfo
           1778  6E9 0007FFD0 WinSqmSetIfMaxDWORD
           1779  6EA 0007FFD0 WinSqmSetIfMinDWORD
           1780  6EB 0007FFD0 WinSqmSetString
           1781  6EC 00085CC0 WinSqmStartSession
           1782  6ED 00085CC0 WinSqmStartSessionForPartner
           1783  6EE 000843E0 WinSqmStartSqmOptinListener
           1784  6EF 0009D090 ZwAcceptConnectPort
           1785  6F0 0009D050 ZwAccessCheck
           1786  6F1 0009D570 ZwAccessCheckAndAuditAlarm
           1787  6F2 0009DCA0 ZwAccessCheckByType
           1788  6F3 0009DB70 ZwAccessCheckByTypeAndAuditAlarm
           1789  6F4 0009DCC0 ZwAccessCheckByTypeResultList
           1790  6F5 0009DCE0 ZwAccessCheckByTypeResultListAndAuditAlarm
           1791  6F6 0009DD00 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle
           1792  6F7 0009DD20 ZwAcquireCrossVmMutant
           1793  6F8 0009DD40 ZwAcquireProcessActivityReference
           1794  6F9 0009D930 ZwAddAtom
           1795  6FA 0009DD60 ZwAddAtomEx
           1796  6FB 0009DD80 ZwAddBootEntry
           1797  6FC 0009DDA0 ZwAddDriverEntry
           1798  6FD 0009DDC0 ZwAdjustGroupsToken
           1799  6FE 0009D870 ZwAdjustPrivilegesToken
           1800  6FF 0009DDE0 ZwAdjustTokenClaimsAndDeviceGroups
           1801  700 0009DE00 ZwAlertResumeThread
           1802  701 0009DE20 ZwAlertThread
           1803  702 0009DE40 ZwAlertThreadByThreadId
           1804  703 0009DE60 ZwAllocateLocallyUniqueId
           1805  704 0009DE80 ZwAllocateReserveObject
           1806  705 0009DEA0 ZwAllocateUserPhysicalPages
           1807  706 0009DEC0 ZwAllocateUserPhysicalPagesEx
           1808  707 0009DEE0 ZwAllocateUuids
           1809  708 0009D350 ZwAllocateVirtualMemory
           1810  709 0009DF00 ZwAllocateVirtualMemoryEx
           1811  70A 0009DF20 ZwAlpcAcceptConnectPort
           1812  70B 0009DF40 ZwAlpcCancelMessage
           1813  70C 0009DF60 ZwAlpcConnectPort
           1814  70D 0009DF80 ZwAlpcConnectPortEx
           1815  70E 0009DFA0 ZwAlpcCreatePort
           1816  70F 0009DFC0 ZwAlpcCreatePortSection
           1817  710 0009DFE0 ZwAlpcCreateResourceReserve
           1818  711 0009E000 ZwAlpcCreateSectionView
           1819  712 0009E020 ZwAlpcCreateSecurityContext
           1820  713 0009E040 ZwAlpcDeletePortSection
           1821  714 0009E060 ZwAlpcDeleteResourceReserve
           1822  715 0009E080 ZwAlpcDeleteSectionView
           1823  716 0009E0A0 ZwAlpcDeleteSecurityContext
           1824  717 0009E0C0 ZwAlpcDisconnectPort
           1825  718 0009E0E0 ZwAlpcImpersonateClientContainerOfPort
           1826  719 0009E100 ZwAlpcImpersonateClientOfPort
           1827  71A 0009E120 ZwAlpcOpenSenderProcess
           1828  71B 0009E140 ZwAlpcOpenSenderThread
           1829  71C 0009E160 ZwAlpcQueryInformation
           1830  71D 0009E180 ZwAlpcQueryInformationMessage
           1831  71E 0009E1A0 ZwAlpcRevokeSecurityContext
           1832  71F 0009E1C0 ZwAlpcSendWaitReceivePort
           1833  720 0009E1E0 ZwAlpcSetInformation
           1834  721 0009D9D0 ZwApphelpCacheControl
           1835  722 0009E200 ZwAreMappedFilesTheSame
           1836  723 0009E220 ZwAssignProcessToJobObject
           1837  724 0009E240 ZwAssociateWaitCompletionPacket
           1838  725 0009E260 ZwCallEnclave
           1839  726 0009D0F0 ZwCallbackReturn
           1840  727 0009DBE0 ZwCancelIoFile
           1841  728 0009E280 ZwCancelIoFileEx
           1842  729 0009E2A0 ZwCancelSynchronousIoFile
           1843  72A 0009DC60 ZwCancelTimer
           1844  72B 0009E2C0 ZwCancelTimer2
           1845  72C 0009E2E0 ZwCancelWaitCompletionPacket
           1846  72D 0009D810 ZwClearEvent
           1847  72E 0009D230 ZwClose
           1848  72F 0009D7B0 ZwCloseObjectAuditAlarm
           1849  730 0009E300 ZwCommitComplete
           1850  731 0009E320 ZwCommitEnlistment
           1851  732 0009E340 ZwCommitRegistryTransaction
           1852  733 0009E360 ZwCommitTransaction
           1853  734 0009E380 ZwCompactKeys
           1854  735 0009E3A0 ZwCompareObjects
           1855  736 0009E3C0 ZwCompareSigningLevels
           1856  737 0009E3E0 ZwCompareTokens
           1857  738 0009E400 ZwCompleteConnectPort
           1858  739 0009E420 ZwCompressKey
           1859  73A 0009E440 ZwConnectPort
           1860  73B 0009D8B0 ZwContinue
           1861  73C 0009E460 ZwContinueEx
           1862  73D 0009E480 ZwConvertBetweenAuxiliaryCounterAndPerformanceCounter
           1863  73E 0009E4A0 ZwCopyFileChunk
           1864  73F 0009E4C0 ZwCreateCrossVmEvent
           1865  740 0009E4E0 ZwCreateCrossVmMutant
           1866  741 0009E500 ZwCreateDebugObject
           1867  742 0009E520 ZwCreateDirectoryObject
           1868  743 0009E540 ZwCreateDirectoryObjectEx
           1869  744 0009E560 ZwCreateEnclave
           1870  745 0009E580 ZwCreateEnlistment
           1871  746 0009D950 ZwCreateEvent
           1872  747 0009E5A0 ZwCreateEventPair
           1873  748 0009DAF0 ZwCreateFile
           1874  749 0009E5C0 ZwCreateIRTimer
           1875  74A 0009E5E0 ZwCreateIoCompletion
           1876  74B 0009E600 ZwCreateJobObject
           1877  74C 0009E620 ZwCreateJobSet
           1878  74D 0009D3F0 ZwCreateKey
           1879  74E 0009E640 ZwCreateKeyTransacted
           1880  74F 0009E660 ZwCreateKeyedEvent
           1881  750 0009E680 ZwCreateLowBoxToken
           1882  751 0009E6A0 ZwCreateMailslotFile
           1883  752 0009E6C0 ZwCreateMutant
           1884  753 0009E6E0 ZwCreateNamedPipeFile
           1885  754 0009E700 ZwCreatePagingFile
           1886  755 0009E720 ZwCreatePartition
           1887  756 0009E740 ZwCreatePort
           1888  757 0009E760 ZwCreatePrivateNamespace
           1889  758 0009E780 ZwCreateProcess
           1890  759 0009D9F0 ZwCreateProcessEx
           1891  75A 0009E7A0 ZwCreateProfile
           1892  75B 0009E7C0 ZwCreateProfileEx
           1893  75C 0009E7E0 ZwCreateRegistryTransaction
           1894  75D 0009E800 ZwCreateResourceManager
           1895  75E 0009D990 ZwCreateSection
           1896  75F 0009E820 ZwCreateSectionEx
           1897  760 0009E840 ZwCreateSemaphore
           1898  761 0009E860 ZwCreateSymbolicLinkObject
           1899  762 0009DA10 ZwCreateThread
           1900  763 0009E880 ZwCreateThreadEx
           1901  764 0009E8A0 ZwCreateTimer
           1902  765 0009E8C0 ZwCreateTimer2
           1903  766 0009E8E0 ZwCreateToken
           1904  767 0009E900 ZwCreateTokenEx
           1905  768 0009E920 ZwCreateTransaction
           1906  769 0009E940 ZwCreateTransactionManager
           1907  76A 0009E960 ZwCreateUserProcess
           1908  76B 0009E980 ZwCreateWaitCompletionPacket
           1909  76C 0009E9A0 ZwCreateWaitablePort
           1910  76D 0009E9C0 ZwCreateWnfStateName
           1911  76E 0009E9E0 ZwCreateWorkerFactory
           1912  76F 0009EA00 ZwDebugActiveProcess
           1913  770 0009EA20 ZwDebugContinue
           1914  771 0009D6D0 ZwDelayExecution
           1915  772 0009EA40 ZwDeleteAtom
           1916  773 0009EA60 ZwDeleteBootEntry
           1917  774 0009EA80 ZwDeleteDriverEntry
           1918  775 0009EAA0 ZwDeleteFile
           1919  776 0009EAC0 ZwDeleteKey
           1920  777 0009EAE0 ZwDeleteObjectAuditAlarm
           1921  778 0009EB00 ZwDeletePrivateNamespace
           1922  779 0009EB20 ZwDeleteValueKey
           1923  77A 0009EB40 ZwDeleteWnfStateData
           1924  77B 0009EB60 ZwDeleteWnfStateName
           1925  77C 0009D130 ZwDeviceIoControlFile
           1926  77D 0009EB80 ZwDirectGraphicsCall
           1927  77E 0009EBA0 ZwDisableLastKnownGood
           1928  77F 0009EBC0 ZwDisplayString
           1929  780 0009EBE0 ZwDrawText
           1930  781 0009D7D0 ZwDuplicateObject
           1931  782 0009D890 ZwDuplicateToken
           1932  783 0009EC00 ZwEnableLastKnownGood
           1933  784 0009EC20 ZwEnumerateBootEntries
           1934  785 0009EC40 ZwEnumerateDriverEntries
           1935  786 0009D690 ZwEnumerateKey
           1936  787 0009EC60 ZwEnumerateSystemEnvironmentValuesEx
           1937  788 0009EC80 ZwEnumerateTransactionObject
           1938  789 0009D2B0 ZwEnumerateValueKey
           1939  78A 0009ECA0 ZwExtendSection
           1940  78B 0009ECC0 ZwFilterBootOption
           1941  78C 0009ECE0 ZwFilterToken
           1942  78D 0009ED00 ZwFilterTokenEx
           1943  78E 0009D2D0 ZwFindAtom
           1944  78F 0009D9B0 ZwFlushBuffersFile
           1945  790 0009ED20 ZwFlushBuffersFileEx
           1946  791 0009ED40 ZwFlushInstallUILanguage
           1947  792 0009ED60 ZwFlushInstructionCache
           1948  793 0009ED80 ZwFlushKey
           1949  794 0009EDA0 ZwFlushProcessWriteBuffers
           1950  795 0009EDC0 ZwFlushVirtualMemory
           1951  796 0009EDE0 ZwFlushWriteBuffer
           1952  797 0009EE00 ZwFreeUserPhysicalPages
           1953  798 0009D410 ZwFreeVirtualMemory
           1954  799 0009EE20 ZwFreezeRegistry
           1955  79A 0009EE40 ZwFreezeTransactions
           1956  79B 0009D770 ZwFsControlFile
           1957  79C 0009EE60 ZwGetCachedSigningLevel
           1958  79D 0009EE80 ZwGetCompleteWnfStateSubscription
           1959  79E 0009EEA0 ZwGetContextThread
           1960  79F 0009EEC0 ZwGetCurrentProcessorNumber
           1961  7A0 0009EEE0 ZwGetCurrentProcessorNumberEx
           1962  7A1 0009EF00 ZwGetDevicePowerState
           1963  7A2 0009EF20 ZwGetMUIRegistryInfo
           1964  7A3 0009EF40 ZwGetNextProcess
           1965  7A4 0009EF60 ZwGetNextThread
           1966  7A5 0009EF80 ZwGetNlsSectionPtr
           1967  7A6 0009EFA0 ZwGetNotificationResourceManager
           1968  7A7 0009EFC0 ZwGetWriteWatch
           1969  7A8 0009EFE0 ZwImpersonateAnonymousToken
           1970  7A9 0009D430 ZwImpersonateClientOfPort
           1971  7AA 0009F000 ZwImpersonateThread
           1972  7AB 0009F020 ZwInitializeEnclave
           1973  7AC 0009F040 ZwInitializeNlsFiles
           1974  7AD 0009F060 ZwInitializeRegistry
           1975  7AE 0009F080 ZwInitiatePowerAction
           1976  7AF 0009DA30 ZwIsProcessInJob
           1977  7B0 0009F0A0 ZwIsSystemResumeAutomatic
           1978  7B1 0009F0C0 ZwIsUILanguageComitted
           1979  7B2 0009F0E0 ZwListenPort
           1980  7B3 0009F100 ZwLoadDriver
           1981  7B4 0009F120 ZwLoadEnclaveData
           1982  7B5 0009F140 ZwLoadKey
           1983  7B6 0009F160 ZwLoadKey2
           1984  7B7 000A0B20 ZwLoadKey3
           1985  7B8 0009F180 ZwLoadKeyEx
           1986  7B9 0009F1A0 ZwLockFile
           1987  7BA 0009F1C0 ZwLockProductActivationKeys
           1988  7BB 0009F1E0 ZwLockRegistryKey
           1989  7BC 0009F200 ZwLockVirtualMemory
           1990  7BD 0009F220 ZwMakePermanentObject
           1991  7BE 0009F240 ZwMakeTemporaryObject
           1992  7BF 0009F260 ZwManageHotPatch
           1993  7C0 0009F280 ZwManagePartition
           1994  7C1 0009F2A0 ZwMapCMFModule
           1995  7C2 0009F2C0 ZwMapUserPhysicalPages
           1996  7C3 0009D0B0 ZwMapUserPhysicalPagesScatter
           1997  7C4 0009D550 ZwMapViewOfSection
           1998  7C5 0009F2E0 ZwMapViewOfSectionEx
           1999  7C6 0009F300 ZwModifyBootEntry
           2000  7C7 0009F320 ZwModifyDriverEntry
           2001  7C8 0009F340 ZwNotifyChangeDirectoryFile
           2002  7C9 0009F360 ZwNotifyChangeDirectoryFileEx
           2003  7CA 0009F380 ZwNotifyChangeKey
           2004  7CB 0009F3A0 ZwNotifyChangeMultipleKeys
           2005  7CC 0009F3C0 ZwNotifyChangeSession
           2006  7CD 0009DB50 ZwOpenDirectoryObject
           2007  7CE 0009F3E0 ZwOpenEnlistment
           2008  7CF 0009D850 ZwOpenEvent
           2009  7D0 0009F400 ZwOpenEventPair
           2010  7D1 0009D6B0 ZwOpenFile
           2011  7D2 0009F420 ZwOpenIoCompletion
           2012  7D3 0009F440 ZwOpenJobObject
           2013  7D4 0009D290 ZwOpenKey
           2014  7D5 0009F460 ZwOpenKeyEx
           2015  7D6 0009F480 ZwOpenKeyTransacted
           2016  7D7 0009F4A0 ZwOpenKeyTransactedEx
           2017  7D8 0009F4C0 ZwOpenKeyedEvent
           2018  7D9 0009F4E0 ZwOpenMutant
           2019  7DA 0009F500 ZwOpenObjectAuditAlarm
           2020  7DB 0009F520 ZwOpenPartition
           2021  7DC 0009F540 ZwOpenPrivateNamespace
           2022  7DD 0009D510 ZwOpenProcess
           2023  7DE 0009F560 ZwOpenProcessToken
           2024  7DF 0009D650 ZwOpenProcessTokenEx
           2025  7E0 0009F580 ZwOpenRegistryTransaction
           2026  7E1 0009F5A0 ZwOpenResourceManager
           2027  7E2 0009D730 ZwOpenSection
           2028  7E3 0009F5C0 ZwOpenSemaphore
           2029  7E4 0009F5E0 ZwOpenSession
           2030  7E5 0009F600 ZwOpenSymbolicLinkObject
           2031  7E6 0009F620 ZwOpenThread
           2032  7E7 0009D4D0 ZwOpenThreadToken
           2033  7E8 0009D630 ZwOpenThreadTokenEx
           2034  7E9 0009F640 ZwOpenTimer
           2035  7EA 0009F660 ZwOpenTransaction
           2036  7EB 0009F680 ZwOpenTransactionManager
           2037  7EC 0009F6A0 ZwPlugPlayControl
           2038  7ED 0009DC20 ZwPowerInformation
           2039  7EE 0009F6C0 ZwPrePrepareComplete
           2040  7EF 0009F6E0 ZwPrePrepareEnlistment
           2041  7F0 0009F700 ZwPrepareComplete
           2042  7F1 0009F720 ZwPrepareEnlistment
           2043  7F2 0009F740 ZwPrivilegeCheck
           2044  7F3 0009F760 ZwPrivilegeObjectAuditAlarm
           2045  7F4 0009F780 ZwPrivilegedServiceAuditAlarm
           2046  7F5 0009F7A0 ZwPropagationComplete
           2047  7F6 0009F7C0 ZwPropagationFailed
           2048  7F7 0009DA50 ZwProtectVirtualMemory
           2049  7F8 0009F7E0 ZwPssCaptureVaSpaceBulk
           2050  7F9 0009F800 ZwPulseEvent
           2051  7FA 0009D7F0 ZwQueryAttributesFile
           2052  7FB 0009F820 ZwQueryAuxiliaryCounterFrequency
           2053  7FC 0009F840 ZwQueryBootEntryOrder
           2054  7FD 0009F860 ZwQueryBootOptions
           2055  7FE 0009F880 ZwQueryDebugFilterState
           2056  7FF 0009D2F0 ZwQueryDefaultLocale
           2057  800 0009D8D0 ZwQueryDefaultUILanguage
           2058  801 0009D6F0 ZwQueryDirectoryFile
           2059  802 0009F8A0 ZwQueryDirectoryFileEx
           2060  803 0009F8C0 ZwQueryDirectoryObject
           2061  804 0009F8E0 ZwQueryDriverEntryOrder
           2062  805 0009F900 ZwQueryEaFile
           2063  806 0009DB10 ZwQueryEvent
           2064  807 0009F920 ZwQueryFullAttributesFile
           2065  808 0009F940 ZwQueryInformationAtom
           2066  809 0009F960 ZwQueryInformationByName
           2067  80A 0009F980 ZwQueryInformationEnlistment
           2068  80B 0009D270 ZwQueryInformationFile
           2069  80C 0009F9A0 ZwQueryInformationJobObject
           2070  80D 0009F9C0 ZwQueryInformationPort
           2071  80E 0009D370 ZwQueryInformationProcess
           2072  80F 0009F9E0 ZwQueryInformationResourceManager
           2073  810 0009D4F0 ZwQueryInformationThread
           2074  811 0009D470 ZwQueryInformationToken
           2075  812 0009FA00 ZwQueryInformationTransaction
           2076  813 0009FA20 ZwQueryInformationTransactionManager
           2077  814 0009FA40 ZwQueryInformationWorkerFactory
           2078  815 0009FA60 ZwQueryInstallUILanguage
           2079  816 0009FA80 ZwQueryIntervalProfile
           2080  817 0009FAA0 ZwQueryIoCompletion
           2081  818 0009D310 ZwQueryKey
           2082  819 0009FAC0 ZwQueryLicenseValue
           2083  81A 0009FAE0 ZwQueryMultipleValueKey
           2084  81B 0009FB00 ZwQueryMutant
           2085  81C 0009D250 ZwQueryObject
           2086  81D 0009FB20 ZwQueryOpenSubKeys
           2087  81E 0009FB40 ZwQueryOpenSubKeysEx
           2088  81F 0009D670 ZwQueryPerformanceCounter
           2089  820 0009FB60 ZwQueryPortInformationProcess
           2090  821 0009FB80 ZwQueryQuotaInformationFile
           2091  822 0009DA70 ZwQuerySection
           2092  823 0009FBA0 ZwQuerySecurityAttributesToken
           2093  824 0009FBC0 ZwQuerySecurityObject
           2094  825 0009FBE0 ZwQuerySecurityPolicy
           2095  826 0009FC00 ZwQuerySemaphore
           2096  827 0009FC20 ZwQuerySymbolicLinkObject
           2097  828 0009FC40 ZwQuerySystemEnvironmentValue
           2098  829 0009FC60 ZwQuerySystemEnvironmentValueEx
           2099  82A 0009D710 ZwQuerySystemInformation
           2100  82B 0009FC80 ZwQuerySystemInformationEx
           2101  82C 0009DB90 ZwQuerySystemTime
           2102  82D 0009D750 ZwQueryTimer
           2103  82E 0009FCA0 ZwQueryTimerResolution
           2104  82F 0009D330 ZwQueryValueKey
           2105  830 0009D4B0 ZwQueryVirtualMemory
           2106  831 0009D970 ZwQueryVolumeInformationFile
           2107  832 0009FCC0 ZwQueryWnfStateData
           2108  833 0009FCE0 ZwQueryWnfStateNameInformation
           2109  834 0009D8F0 ZwQueueApcThread
           2110  835 0009FD00 ZwQueueApcThreadEx
           2111  836 0009FD20 ZwRaiseException
           2112  837 0009FD40 ZwRaiseHardError
           2113  838 0009D110 ZwReadFile
           2114  839 0009D610 ZwReadFileScatter
           2115  83A 0009FD60 ZwReadOnlyEnlistment
           2116  83B 0009DAD0 ZwReadRequestData
